pincode,state,district,latitude,longitude
505532,Telangana,Jagtial,18.7906583,79.0509519
505450,TELANGANA,Jagitial,18.9632340,78.5991950
505303,Telangana,Rajanna Sircilla,18.528773,78.6664658
505452,Telangana,Jagtial,18.7058793,78.9392218
505454,Telangana,Jagtial,18.8956545,79.005665
505403,Telangana,Rajanna Sircilla,18.4996227,78.7951583
505325,Telangana,Jagtial,18.846693,78.6227235
502295,Telangana,Sangareddy,17.5891748,78.083107
502291,Telangana,Sangareddy,17.6192759,77.9682597
505404,Telangana,Rajanna Sircilla,18.2948434,78.7114995
503217,Telangana,Nizamabad,18.8717374,78.3404186
505331,Telangana,Jagtial,18.9274179,78.7009813
505455,Telangana,Jagtial,18.7825336,78.9102982
503120,Telangana,Kamareddy,18.260892,78.2520234
505529,Telangana,Jagtial,18.8507172,78.9484447
505305,Telangana,Rajanna Sircilla,18.455222,78.6575225
505460,Telangana,Jagtial,18.9158799,78.8202371
505307,Telangana,Rajanna Sircilla,18.6256549,78.7010401
505462,Telangana,Jagtial,18.907979,78.5864255
505301,Telangana,Rajanna Sircilla,18.3951536,78.8065175
505405,Telangana,Rajanna Sircilla,18.26632,78.84596
502293,Telangana,Sangareddy,17.7393625,77.9890513
503305,Telangana,Kamareddy,18.316883,78.335682
505466,Telangana,Siddipet,18.0396462,79.2374083
505528,Telangana,Siddipet,18.25118,79.02046
505524,Telangana,Rajanna Sircilla,18.4827577,78.6918484
505415,Telangana,Karimnagar,18.5290699,79.1547091
505401,Telangana,Rajanna Sircilla,18.4827577,78.6918484
505526,Telangana,Karimnagar,18.6453317,79.0688349
505445,Telangana,Karimnagar,18.5704577,78.9970407
505467,Telangana,Siddipet,18.1496958,79.2167398
503101,Telangana,Kamareddy,18.1883539,78.39952
505501,Telangana,Jagtial,18.6119233,78.9303156
506102,TELANGANA,MAHABUBABAD,17.579708,80.042347000000007
505451,Telangana,Karimnagar,18.4894877,79.0947986
505469,Telangana,Karimnagar,18.3728535,79.2096301
505002,Telangana,Karimnagar,18.402556,79.184669
505481,Telangana,Karimnagar,18.3500004,79.1604444
505531,Telangana,Karimnagar,18.5852567,79.0595369
505473,Telangana,Siddipet,18.1042422,79.0576095
505530,Telangana,Karimnagar,18.3436993,79.0519492
509130,Telangana,Narayanpet,16.5150834,77.6908329
509127,Telangana,Jogulamba Gadwal,16.0042685,77.6977578
509133,Telangana,Jogulamba Gadwal,16.2335964,77.6954571
509129,Telangana,Jogulamba Gadwal,16.0959551,77.5545328
509128,Telangana,Jogulamba Gadwal,15.8862931,78.0160458
509132,Telangana,Jogulamba Gadwal,16.1299233,77.692679
509126,Telangana,Jogulamba Gadwal,15.9874909,77.815323
509153,Telangana,Jogulamba Gadwal,15.9729205,78.0878605
509135,Telangana,Jogulamba Gadwal,16.237775,77.804154
509382,Telangana,Mahabubnagar,16.6443082,78.0666383
509407,Telangana,Narayanpet,16.820736,77.5083907
509204,Telangana,Mahabubnagar,16.6232388,77.8405499
509205,Telangana,Mahabubnagar,16.688286,77.9186519
509334,Telangana,Mahabubnagar,16.830585,77.9137221
509350,Telangana,Vikarabad,17.0542559,77.6525544
509353,TELANGANA,Narayanpet,16.5092612,77.6003029
509338,Telangana,Vikarabad,17.0917731,77.6396876
509371,Telangana,Mahabubnagar,16.7916723,77.8183673
509339,Telangana,Vikarabad,17.0881553,77.8807708
509352,TELANGANA,Narayanpet,16.4138120,77.3481542
509409,Telangana,Nagarkurnool,16.5822821,78.2154198
509411,Telangana,Narayanpet,16.8588186,77.6134806
509208,Telangana,Narayanpet,16.5054517,77.5122877
509351,Telangana,Narayanpet,16.6670259,77.7430432
509337,Telangana,Mahabubnagar,16.915636,77.8132222
509380,Telangana,Wanaparthy,16.3616381,78.0625491
509210,Telangana,Narayanpet,16.753907,77.573225
509340,Telangana,Mahabubnagar,16.7780667,78.131195
509336,Telangana,Vikarabad,16.9578766,77.5728616
502255,Telangana,Medak,17.9720591,78.4598936
502113,Telangana,Medak,18.0925225,78.3195564
502336,Telangana,Siddipet,18.1110781,78.9245759
502130,Telangana,Medak,18.0858303,78.1818075
502109,Telangana,Medak,18.0210012,78.2522419
502247,Telangana,Medak,17.9510863,78.5191798
502335,Telangana,Medak,17.9068482,78.4633969
502248,Telangana,Medak,18.0198092,78.410161
502381,Telangana,Medak,17.9471478,78.1496566
502302,Telangana,Medak,17.9337139,78.0467637
502334,Telangana,Siddipet,18.172829,78.663415
502331,Telangana,Medak,18.0503854,78.1561415
502108,Telangana,Siddipet,18.1370978,78.662288
502277,Telangana,Siddipet,18.0348138,78.8762999
502278,Telangana,Siddipet,18.172829,78.663415
502306,Telangana,Sangareddy,17.5521527,78.0087501
502267,Telangana,Siddipet,18.1110781,78.9245759
502114,Telangana,Siddipet,18.0818714,78.7529566
502281,Telangana,Siddipet,17.8439569,78.6987437
502312,Telangana,Siddipet,18.1110781,78.9245759
503122,Telangana,Kamareddy,18.198368,78.0132404
502276,Telangana,Siddipet,18.1770065,78.8673956
502372,Telangana,Siddipet,18.1110781,78.9245759
502311,Telangana,Siddipet,17.7920696,78.7887145
502280,Telangana,Siddipet,18.1110781,78.9245759
502102,Telangana,Medak,18.0811274,78.5656772
502279,Telangana,Siddipet,17.8811694,79.0430026
502107,Telangana,Siddipet,18.1608223,78.8069092
508101,Telangana,Yadadri Bhuvanagiri,17.5315749,79.1098772
508111,Telangana,Yadadri Bhuvanagiri,17.4555263,79.1926875
508244,Telangana,Nalgonda,17.2295082,79.1325607
508105,Telangana,Yadadri Bhuvanagiri,17.7208848,78.9592829
508117,Telangana,Yadadri Bhuvanagiri,17.455957,79.258746
508126,Telangana,Yadadri Bhuvanagiri,17.5194148,78.7760033
508277,Telangana,Yadadri Bhuvanagiri,17.4473699,79.2717004
508284,Telangana,Yadadri Bhuvanagiri,17.3584526,78.8571247
508113,Telangana,Yadadri Bhuvanagiri,17.302982,79.0933846
508112,Telangana,Yadadri Bhuvanagiri,17.3765381,79.0648305
508286,Telangana,Yadadri Bhuvanagiri,17.5487999,79.0251739
508255,Telangana,Nalgonda,16.9833146,79.0623224
508250,Telangana,Nalgonda,16.8251954,78.8342397
508114,Telangana,Nalgonda,17.2113184,79.0730139
508252,Telangana,Yadadri Bhuvanagiri,17.2684047,78.9135749
508248,Telangana,Nalgonda,16.6086768,78.8825241
508258,Telangana,Nalgonda,16.7618541,79.0328192
508257,Telangana,Nalgonda,16.7977273,79.0387019
508377,Telangana,Nalgonda,16.7772284,79.3180884
508243,Telangana,Nalgonda,16.7147204,78.9706791
508245,Telangana,Nalgonda,17.0394935,79.0722286
508373,Telangana,Nalgonda,16.8862748,78.9608692
508254,Telangana,Nalgonda,17.2315122,79.1511633
508266,Telangana,Nalgonda,16.8909469,79.3056756
508002,Telangana,Nalgonda,17.0019824,79.2337919
503307,Telangana,Nizamabad,18.6512273,78.5301102
503175,Telangana,Nizamabad,18.6195318,78.1988979
503164,Telangana,Nizamabad,18.534024,78.2394931
503110,Telangana,Kamareddy,18.3226987,78.3377444
503218,Telangana,Nizamabad,18.8915087,78.3494121
503213,Telangana,Nizamabad,18.7504652,78.1112845
503212,Telangana,Nizamabad,18.9067271,78.1691328
503219,Telangana,Nirmal,19.0417335,78.6487894
503311,Telangana,Nizamabad,18.6764254,78.1011971
503223,Telangana,Nizamabad,18.6764254,78.1011971
503187,Telangana,Kamareddy,18.3863085,77.8850371
503112,Telangana,Kamareddy,18.316883,78.335682
503309,Telangana,Kamareddy,18.5151727,77.6736577
503108,Telangana,Kamareddy,18.109224,78.1309193
503302,Telangana,Kamareddy,18.316883,78.335682
503310,Telangana,Kamareddy,18.2415134,77.8111908
503144,Telangana,Kamareddy,18.4089663,78.4115533
503145,Telangana,Kamareddy,18.3222091,78.3387118
503235,Telangana,Nizamabad,18.6765234,77.9543227
503185,Telangana,Nizamabad,18.6582689,77.8947902
503202,Telangana,Nizamabad,18.6764254,78.1011971
503246,Telangana,Nizamabad,18.6764254,78.1011971
503301,Telangana,Kamareddy,18.316883,78.335682
503245,Telangana,Nizamabad,18.77363,78.009987
503003,Telangana,Nizamabad,18.6802104,78.1184286
503201,Telangana,Nizamabad,18.5311657,77.8979303
505186,Telangana,Karimnagar,18.402556,79.184669
505122,Telangana,Karimnagar,18.2664761,79.4641525
505498,Telangana,Karimnagar,18.1997494,79.4182088
505490,Telangana,Karimnagar,18.402556,79.184669
505153,Telangana,Peddapalli,18.4594384,79.5742391
505102,Telangana,Hanumakonda,18.1733162,79.525204
505129,Telangana,Karimnagar,18.3512084,79.417086
505162,Telangana,Peddapalli,18.5074804,79.4449918
505470,Telangana,Karimnagar,18.4348122,79.1328042
505471,Telangana,Hanumakonda,18.0666905,79.3479676
505505,Telangana,Karimnagar,18.453133,79.3019283
505152,Telangana,Peddapalli,18.4445671,79.4404002
505472,Telangana,Karimnagar,18.2283469,79.2470178
505474,Telangana,Karimnagar,18.3531661,79.291803
505101,Telangana,Hanumakonda,18.1789516,79.4658154
505475,Telangana,Karimnagar,18.3343629,79.5163053
505502,Telangana,Karimnagar,18.402556,79.184669
505476,Telangana,Hanumakonda,18.0768256,79.4289675
505514,Telangana,Peddapalli,18.7732704,79.304586
505187,Telangana,Peddapalli,18.6841909,79.526964
505212,Telangana,Peddapalli,18.5026858,79.6401004
505525,Telangana,Peddapalli,18.55296,79.25972
505188,Telangana,Peddapalli,18.6569843,79.505367
505503,Telangana,Jayashankar Bhupalapally,18.3598495,79.9311384
505504,Telangana,Jayashankar Bhupalapally,18.7295713,79.9852985
505184,Telangana,Peddapalli,18.654535,79.6446011
505416,Telangana,Peddapalli,18.7084478,79.1778338
505174,Telangana,Peddapalli,18.5714402,79.4345134
505208,Telangana,Peddapalli,18.7655795,79.4600197
505185,Telangana,Peddapalli,18.5311108,79.3304793
502269,Telangana,Medak,17.9712917,77.9244861
502273,Telangana,Sangareddy,17.7971901,78.0848168
502307,Telangana,Sangareddy,17.5508772,78.210054
502296,Telangana,Sangareddy,17.6807715,78.1993516
502270,Telangana,Sangareddy,17.8381638,78.048548
502285,Telangana,Sangareddy,17.5781072,78.1136226
502300,Telangana,Sangareddy,17.514671,78.248725
502313,Telangana,Sangareddy,17.6823601,78.3674442
502319,Telangana,Sangareddy,17.535227,78.2654832
509320,Telangana,Ranga Reddy,17.4870333,78.3136005
502329,Telangana,Sangareddy,17.5494535,78.1634691
502271,Telangana,Medak,18.0536424,77.8883426
502221,Telangana,Sangareddy,17.614638,77.5040737
502321,Telangana,Sangareddy,17.6534556,77.705319
502210,Telangana,Sangareddy,17.6004177,77.715109
502286,Telangana,Sangareddy,18.05948,77.7481034
502256,Telangana,Sangareddy,17.84517,77.6576583
502318,Telangana,Sangareddy,17.5391368,78.1704058
502287,Telangana,Sangareddy,18.1897317,77.8125612
502246,Telangana,Sangareddy,17.7553283,77.913195
508201,Telangana,Suryapet,16.9135941,79.7376135
508204,Telangana,Suryapet,16.8893057,79.8699569
508374,Telangana,Nalgonda,17.0694335,79.5487256
508218,Telangana,Suryapet,16.8823897,79.6978068
508278,Telangana,Nalgonda,16.8213603,79.3673713
508208,Telangana,Nalgonda,17.0564244,79.2677194
508247,Telangana,Nalgonda,17.0178037,79.4143789
508217,Telangana,Nalgonda,16.9661055,79.5650801
508355,Telangana,Nalgonda,16.7073779,79.5556596
508224,Telangana,Suryapet,17.1418026,79.6227238
508238,Telangana,Suryapet,16.9334457,79.9248933
508214,Telangana,Suryapet,17.1418026,79.6227238
508205,Telangana,Nalgonda,17.2295082,79.1325607
508206,Telangana,Suryapet,16.9971693,79.9686782
508233,Telangana,Suryapet,17.1418026,79.6227238
534455,Andhra Pradesh,Eluru district,16.7109686,81.0918332
508234,Telangana,Suryapet,17.0356456,79.9409584
508211,Telangana,Nalgonda,17.1653712,79.4296591
508221,Telangana,Suryapet,17.1418026,79.6227238
508279,Telangana,Suryapet,17.4277607,79.438955
508212,Telangana,Suryapet,17.2375392,79.7632943
508376,Telangana,Suryapet,17.1614002,79.5684567
508280,Telangana,Suryapet,17.4039714,79.6254847
508223,Telangana,Suryapet,17.477976,79.4243793
508210,Telangana,Nalgonda,17.3162932,79.3791915
509321,Telangana,Ranga Reddy,16.8533116,78.5019804
509202,Telangana,Ranga Reddy,16.9409624,78.2193333
509358,TELANGANA,RANGA REDDY,,
509324,Telangana,Nagarkurnool,16.6132112,78.4767711
509408,Telangana,Ranga Reddy,17.0089979,78.2711492
509207,Telangana,Ranga Reddy,17.0913889,78.0196043
509357,Telangana,Nagarkurnool,16.6667769,78.1931542
509410,Telangana,Ranga Reddy,17.0298634,78.105559
509325,Telangana,Ranga Reddy,17.1809354,78.2735651
509216,Telangana,Ranga Reddy,17.0718542,78.2107176
509302,Telangana,Mahabubnagar,16.7458669,77.9897809
509349,Telangana,Nagarkurnool,16.6834414,78.5436519
509360,Telangana,Nagarkurnool,16.7299806,78.5438779
509375,Telangana,Nagarkurnool,16.4208603,78.6870959
509201,Telangana,Nagarkurnool,16.4409237,78.7318609
509203,Telangana,Nagarkurnool,16.5234264,78.1805131
509206,Telangana,Nagarkurnool,16.5009243,78.2859635
509102,Telangana,Nagarkurnool,16.244291,78.2492763
509381,Telangana,Wanaparthy,16.373023,77.9412987
509401,Telangana,Nagarkurnool,16.3540389,78.5319412
509110,Telangana,Nagarkurnool,16.5822821,78.2154198
509209,Telangana,Nagarkurnool,16.4808,78.3756056
509104,Telangana,Wanaparthy,16.2051096,77.9943402
509412,Telangana,Nagarkurnool,16.2930216,78.3320125
509105,Telangana,Nagarkurnool,16.4610939,78.309643
509120,Telangana,Wanaparthy,16.2075672,78.1036953
509385,Telangana,Nagarkurnool,16.4430865,78.4287986
509406,Telangana,Nagarkurnool,16.5325441,78.2055847
509235,Telangana,Nagarkurnool,16.5009243,78.2859635
509376,Telangana,Nagarkurnool,16.4879042,78.6254167
506332,Telangana,Warangal,17.8598011,79.8586085
506324,Telangana,Mahabubabad,17.4983631,79.7987819
506325,Telangana,Warangal,17.9884923,79.6021063
506381,Telangana,Mahabubabad,17.4646819,80.1072519
506134,Telangana,Mahabubabad,17.595749,79.9999224
506112,Telangana,Warangal,17.7983565,79.8050444
506135,Telangana,Mahabubabad,18.0294492,80.1260068
506105,Telangana,Mahabubabad,17.5249847,80.0000816
518464,Andhra Pradesh,Kurnool,15.6841698,77.7702109
518405,Andhra Pradesh,Nandyal,15.7245552,78.2251074
518004,Andhra Pradesh,Kurnool,15.835563,78.0403295
518401,Andhra Pradesh,Nandyal,15.85233,78.2871939
518221,Andhra Pradesh,Nandyal,16.0748841,78.90904
518468,Andhra Pradesh,Kurnool,15.8243386,78.0400602
518217,Andhra Pradesh,Kurnool,15.5726482,78.000657
518598,Andhra Pradesh,Nandyal,15.4069688,78.074326
518218,Andhra Pradesh,Kurnool,15.6502066,77.9718471
518216,Andhra Pradesh,Kurnool,15.5491184,77.9284567
518533,Andhra Pradesh,Nandyal,15.7074288,78.5612737
523335,Andhra Pradesh,Prakasam district,15.6758064,78.9630052
523334,Andhra Pradesh,Prakasam district,15.4905519,79.0847048
523333,Andhra Pradesh,Prakasam district,15.5784388,79.135685
523305,Andhra Pradesh,Prakasam district,15.8350503,79.483811
523330,Andhra Pradesh,Prakasam district,15.9158491,79.3676209
523356,Andhra Pradesh,Prakasam district,15.3834856,79.0083072
523327,Andhra Pradesh,Prakasam district,16.0402845,79.2923143
523315,Andhra Pradesh,Prakasam district,15.7511053,79.3922932
523357,Andhra Pradesh,Prakasam district,15.3756493,78.9281752
523373,Andhra Pradesh,Prakasam district,15.2592388,78.9989408
523367,Andhra Pradesh,Prakasam district,15.3296639,78.9002506
523331,Andhra Pradesh,Prakasam district,15.9185436,79.0749737
523346,Andhra Pradesh,Prakasam district,15.390633,79.1281846
523328,Andhra Pradesh,Prakasam district,16.1551355,79.4292061
523368,Andhra Pradesh,Prakasam district,15.4630589,78.9655138
523369,Andhra Pradesh,Prakasam district,15.281437,78.895558
523370,Andhra Pradesh,Prakasam district,15.5122047,80.0405497
523332,Andhra Pradesh,Prakasam district,15.6588151,79.2254769
523371,Andhra Pradesh,Prakasam district,15.5122047,80.0405497
523372,Andhra Pradesh,Prakasam district,15.5220297,78.9629134
523320,Andhra Pradesh,Prakasam district,15.8657081,79.2686513
523326,Andhra Pradesh,Prakasam district,16.0085667,79.4648988
523329,Andhra Pradesh,Prakasam district,15.7409968,79.2551833
518543,Andhra Pradesh,Nandyal,15.1342746,78.5538333
518124,Andhra Pradesh,Nandyal,15.3280233,78.236772
518553,Andhra Pradesh,Nandyal,14.9631694,78.5890545
518135,Andhra Pradesh,Nandyal,15.227475,78.441677
518583,Andhra Pradesh,Nandyal,15.4024677,78.6165273
518674,Andhra Pradesh,Nandyal,15.3600018,78.4163587
518593,Andhra Pradesh,Nandyal,15.4240862,78.455245
518134,Andhra Pradesh,Nandyal,15.2558355,78.3355057
518123,Andhra Pradesh,Nandyal,15.0971146,78.1113597
518502,Andhra Pradesh,Nandyal,15.4753009,78.4808827
518122,Andhra Pradesh,Nandyal,15.1382426,78.1145068
518112,Andhra Pradesh,Nandyal,15.5070106,78.3389933
518511,Andhra Pradesh,Nandyal,16.0748841,78.90904
518594,Andhra Pradesh,Nandyal,15.2407583,78.6036804
518165,Andhra Pradesh,Nandyal,16.0748841,78.90904
518512,Andhra Pradesh,Nandyal,16.0748841,78.90904
518573,Andhra Pradesh,Nandyal,16.0748841,78.90904
516356,Andhra Pradesh,YSR district,14.727419,78.6505932
516310,Andhra Pradesh,YSR district,14.6422105,78.4686636
516431,Andhra Pradesh,YSR district,14.9404815,78.4390929
516175,Andhra Pradesh,YSR district,14.8150609,78.6609907
516361,ANDHRA PRADESH,Y.S.R.,14.8062765,78.4843438
516434,Andhra Pradesh,YSR district,14.8479776,78.3827264
516362,Andhra Pradesh,YSR district,14.7437273,78.5532687
516380,Andhra Pradesh,YSR district,14.6420205,78.3957693
516172,Andhra Pradesh,YSR district,14.7268312,78.7317777
516173,Andhra Pradesh,YSR district,14.7911259,78.7786766
516411,ANDHRA PRADESH,Y.S.R.,15.0049735,78.5062013
516312,ANDHRA PRADESH,Y.S.R.,14.7155400,78.4719350
516309,Andhra Pradesh,YSR district,14.6332482,78.5359801
516421,Andhra Pradesh,YSR district,14.5106031,78.3459497
516484,Andhra Pradesh,YSR district,14.5516583,78.2086561
516289,Andhra Pradesh,YSR district,14.5885051,78.6603504
516444,ANDHRA PRADESH,Y.S.R.,14.7848551,78.2150489
516464,ANDHRA PRADESH,Y.S.R.,14.7058055,78.1513055
516396,ANDHRA PRADESH,Y.S.R.,14.5089716,78.0090816
516218,Andhra Pradesh,YSR district,14.4068214,78.5229391
516339,ANDHRA PRADESH,Y.S.R.,14.5580283,78.5549183
516216,Andhra Pradesh,YSR district,14.4385384,78.7147233
516391,ANDHRA PRADESH,Y.S.R.,14.3995395,78.2631776
516454,Andhra Pradesh,YSR district,14.6262672,78.1270569
516474,ANDHRA PRADESH,Y.S.R.,14.6357788,78.6896133
516401,Andhra Pradesh,YSR district,14.5751431,78.2830886
516293,Andhra Pradesh,YSR district,14.5691952,78.721409
516321,Andhra Pradesh,YSR district,14.4765337,78.4722166
516349,Andhra Pradesh,YSR district,14.3701186,78.320873
517194,Andhra Pradesh,Tirupati,13.6914006,79.1534315
517305,Andhra Pradesh,Annamayya,13.8347162,78.6342436
517152,Andhra Pradesh,Tirupati,13.4790256,79.0502592
517297,Andhra Pradesh,Annamayya,13.8293089,78.5709659
517213,Andhra Pradesh,Chittoor,13.219466,79.1012698
517236,Andhra Pradesh,Annamayya,13.8286902,78.7903237
517172,Andhra Pradesh,Chittoor,13.551125,79.088668
517102,Andhra Pradesh,Tirupati,13.6140898,79.3145332
517112,Andhra Pradesh,Chittoor,13.219466,79.1012698
517214,Andhra Pradesh,Annamayya,13.6721741,78.9517778
517192,Andhra Pradesh,Chittoor,13.6764023,79.0491084
517291,Andhra Pradesh,Annamayya,14.0585273,78.7535631
517536,Andhra Pradesh,Tirupati,13.8734418,79.7019602
517645,Andhra Pradesh,Tirupati,13.7100873,79.8385324
517592,Andhra Pradesh,Chittoor,13.219466,79.1012698
517582,Andhra Pradesh,Chittoor,13.417253,79.4474952
517643,Andhra Pradesh,Tirupati,13.5921893,79.742129
517589,Andhra Pradesh,Tirupati,13.3872569,79.7950603
517590,Andhra Pradesh,Chittoor,13.3223265,79.5859615
517581,Andhra Pradesh,Tirupati,13.424416,79.5881093
517591,Andhra Pradesh,Chittoor,13.3852204,79.7081259
517640,Andhra Pradesh,Tirupati,13.6994507,79.853967
517642,Andhra Pradesh,Chittoor,13.219466,79.1012698
517587,Andhra Pradesh,Chittoor,13.219466,79.1012698
517583,Andhra Pradesh,Tirupati,13.4396775,79.5509193
517588,Andhra Pradesh,Tirupati,13.4404324,79.9553776
517571,Andhra Pradesh,Annamayya,13.8354485,79.4004467
517541,Andhra Pradesh,Chittoor,13.219466,79.1012698
517619,Andhra Pradesh,Tirupati,13.6997347,79.5947733
517561,Andhra Pradesh,Tirupati,13.555976,79.449218
517569,Andhra Pradesh,Chittoor,13.4475717,79.3689854
517505,Andhra Pradesh,Tirupati,13.6161072,79.3817266
517520,Andhra Pradesh,Tirupati,13.6465436,79.4999617
517502,Andhra Pradesh,Tirupati,13.6254575,79.400295
517503,Andhra Pradesh,Tirupati,13.6088428,79.4489781
517551,Andhra Pradesh,Tirupati,13.5490486,79.5238516
517508,,,13.355399999999999,79.245859999999993
534235,Andhra Pradesh,West Godavari,16.5871183,81.4018846
534237,Andhra Pradesh,West Godavari,16.5362813,81.4038679
534239,Andhra Pradesh,West Godavari,16.4650378,81.5065852
534238,Andhra Pradesh,West Godavari,16.6055599,81.8334041
534210,Andhra Pradesh,West Godavari,16.5663032,81.5422286
534247,Andhra Pradesh,West Godavari,16.541726,81.5278745
534202,Andhra Pradesh,West Godavari,16.5447602,81.5160962
534243,Andhra Pradesh,West Godavari,16.541726,81.5278745
534207,Andhra Pradesh,West Godavari,16.541726,81.5278745
534199,Andhra Pradesh,West Godavari,16.5844947,81.4575784
534244,Andhra Pradesh,West Godavari,16.5484769,81.5651914
534126,Andhra Pradesh,West Godavari,16.541726,81.5278745
534266,Andhra Pradesh,West Godavari,16.541726,81.5278745
534268,Andhra Pradesh,West Godavari,16.4803005,81.7840121
534267,Andhra Pradesh,West Godavari,16.541726,81.5278745
534265,Andhra Pradesh,West Godavari,16.5175601,81.8447793
534269,Andhra Pradesh,West Godavari,16.597211,81.8296345
534250,Andhra Pradesh,West Godavari,16.5264248,81.6815392
534281,Andhra Pradesh,West Godavari,16.4128841,81.6112798
534280,Andhra Pradesh,West Godavari,16.3642172,81.6335943
534230,Andhra Pradesh,West Godavari,16.541726,81.5278745
534225,Andhra Pradesh,West Godavari,16.7059876,81.6472133
534134,Andhra Pradesh,West Godavari,16.6882271,81.6024084
523101,Andhra Pradesh,Prakasam district,15.2516218,80.0222022
534217,Andhra Pradesh,West Godavari,16.6920289,81.7070286
534218,Andhra Pradesh,West Godavari,16.541726,81.5278745
534326,Andhra Pradesh,West Godavari,16.541726,81.5278745
534427,Andhra Pradesh,Eluru district,16.7804403,81.231712
534007,Andhra Pradesh,Eluru district,16.7114882,81.0904523
534437,Andhra Pradesh,Eluru district,16.6418646,81.0372943
534003,Andhra Pradesh,Eluru district,16.7416559,81.0422566
534002,Andhra Pradesh,Eluru district,16.7136668,81.1012896
534475,Andhra Pradesh,Eluru district,16.8099424,81.0341586
534425,Andhra Pradesh,Eluru district,16.8196893,81.2667506
534448,Andhra Pradesh,Eluru district,17.2185363,81.3287306
534460,Andhra Pradesh,Eluru district,17.0769438,80.9750892
534462,Andhra Pradesh,Eluru district,16.9265875,81.0133767
534426,Andhra Pradesh,Eluru district,16.9375996,81.2559483
534456,Andhra Pradesh,Eluru district,17.2082501,81.1828483
534449,Andhra Pradesh,Eluru district,17.0081647,81.1929057
534311,Andhra Pradesh,Eluru district,16.7109686,81.0918332
534312,Andhra Pradesh,East Godavari,17.0126524,81.4115803
534451,Andhra Pradesh,Eluru district,17.0615859,81.288545
534461,Andhra Pradesh,Eluru district,16.7109686,81.0918332
534401,Andhra Pradesh,Eluru district,16.8014502,81.3238516
534467,Andhra Pradesh,Eluru district,16.7109686,81.0918332
534452,Andhra Pradesh,Eluru district,16.7109686,81.0918332
534444,Andhra Pradesh,Eluru district,16.7109686,81.0918332
521330,Andhra Pradesh,Krishna,16.4717778,80.7196821
521320,Andhra Pradesh,Krishna,16.4717778,80.7196821
521324,Andhra Pradesh,Krishna,16.381291,81.3079244
521321,Andhra Pradesh,Krishna,16.4717778,80.7196821
521333,Andhra Pradesh,Eluru district,16.5572685,81.2544548
521344,Andhra Pradesh,Eluru district,16.505681,81.293499
521343,Andhra Pradesh,Eluru district,16.464798,81.2274731
521345,Andhra Pradesh,Eluru district,16.5116081,81.1558297
521323,Andhra Pradesh,Krishna,16.4717778,80.7196821
521261,Andhra Pradesh,Krishna,16.4717778,80.7196821
521340,Andhra Pradesh,Eluru district,16.7109686,81.0918332
521329,Andhra Pradesh,Eluru district,16.7109686,81.0918332
521390,Andhra Pradesh,Krishna,16.3523517,80.9672403
521263,Andhra Pradesh,Krishna,16.4717778,80.7196821
521202,Andhra Pradesh,Eluru district,16.7109686,81.0918332
521111,Andhra Pradesh,Eluru district,16.7275064,80.9080341
521105,Andhra Pradesh,Krishna,16.1953119,81.1577184
521207,Andhra Pradesh,Eluru district,16.7967121,80.9425237
521213,Andhra Pradesh,Eluru district,16.8782217,80.8817068
521214,Andhra Pradesh,Eluru district,17.0001507,80.8646336
521215,Andhra Pradesh,NTR,16.941792,80.7770186
521312,Andhra Pradesh,Eluru district,16.7109686,81.0918332
521403,Andhra Pradesh,NTR,16.9800216,80.5311051
521235,Andhra Pradesh,NTR,16.5228358,80.6626383
521110,Andhra Pradesh,Krishna,16.6490953,80.9231738
524404,Andhra Pradesh,Tirupati,13.9996186,79.6278183
524341,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.5204271,79.5641893
524406,Andhra Pradesh,Tirupati,14.1594164,79.7964213
524412,Andhra Pradesh,Tirupati,14.1405806,79.9642204
524342,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.385088,79.5670989
524414,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.9015375,79.9925291
524131,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.9015375,79.9925291
524410,Andhra Pradesh,Tirupati,13.5514477,80.0111621
524409,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.3844796,79.7323605
524343,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.5112958,79.4107208
524411,Andhra Pradesh,Tirupati,14.0367952,80.0460663
524123,Andhra Pradesh,Tirupati,13.7879469,80.044289
524403,Andhra Pradesh,Tirupati,13.5514477,80.0111621
524405,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.2058294,79.8747616
524421,Andhra Pradesh,Tirupati,13.5514477,80.0111621
524126,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.6492347,80.0401552
524323,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.9015375,79.9925291
524129,Andhra Pradesh,Tirupati,13.834079,79.8050613
524345,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.3858359,79.7175586
524408,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.2008674,79.5332484
524124,Andhra Pradesh,Tirupati,13.6491118,80.2150078
524121,Andhra Pradesh,Tirupati,13.7016649,80.0194822
524407,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.1764226,79.7416445
524415,Andhra Pradesh,Tirupati,13.9858251,80.0131638
524320,Andhra Pradesh,Sri Potti Sriramulu Nellore district,14.340612,79.912561
524132,Andhra Pradesh,Tirupati,13.9561518,79.5835024
